mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classification__C,param_classification__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.635740184783936,0.6004923900099779,0.01711125373840332,0.005380556645861917,1,0,"{'classification__C': 1, 'classification__gamma': 0}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
8.634429883956908,0.2619419607606531,0.021961688995361328,0.007942324895838621,1,0.1,"{'classification__C': 1, 'classification__gamma': 0.1}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
8.820831775665283,0.25479615248686016,0.02109537124633789,0.005843735189053117,1,0.01,"{'classification__C': 1, 'classification__gamma': 0.01}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
9.07647933959961,0.2864268215078412,0.020146799087524415,0.0060857348847542046,1,0.001,"{'classification__C': 1, 'classification__gamma': 0.001}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
9.232028484344482,0.45196248441892745,0.01904010772705078,0.0013997928341179062,1,0.25,"{'classification__C': 1, 'classification__gamma': 0.25}",0.5869565217391305,0.5797101449275363,0.5797101449275363,0.5797101449275363,0.5766423357664233,0.5805458584576325,0.003418460016518822,43
9.298755836486816,0.47426209076377757,0.018744611740112306,0.0009026411859827744,1,0.5,"{'classification__C': 1, 'classification__gamma': 0.5}",0.5869565217391305,0.5797101449275363,0.572463768115942,0.5797101449275363,0.583941605839416,0.5805564371099121,0.004885573926372096,42
8.927301359176635,0.833062558425225,0.01862964630126953,0.0008419793434830248,1,0.75,"{'classification__C': 1, 'classification__gamma': 0.75}",0.5797101449275363,0.5797101449275363,0.5869565217391305,0.5797101449275363,0.5985401459854015,0.5849254205014282,0.007363197948943786,39
8.978045511245728,0.44989865616623115,0.02210063934326172,0.004619428097376355,1,1,"{'classification__C': 1, 'classification__gamma': 1}",0.5797101449275363,0.5797101449275363,0.5797101449275363,0.5797101449275363,0.5912408759124088,0.5820162911245108,0.004612292393949025,41
8.962952041625977,0.15831492481420067,0.015619754791259766,0.006580604007666057,10,0,"{'classification__C': 10, 'classification__gamma': 0}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
8.710495758056641,0.3180253612689691,0.018932104110717773,0.0014010692742227415,10,0.1,"{'classification__C': 10, 'classification__gamma': 0.1}",0.6086956521739131,0.644927536231884,0.644927536231884,0.572463768115942,0.635036496350365,0.6212101978207976,0.027745338618798986,3
8.69759955406189,0.34766984949239566,0.022889137268066406,0.004963959735323558,10,0.01,"{'classification__C': 10, 'classification__gamma': 0.01}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
9.010432767868043,0.5963604778829245,0.0191162109375,0.0009851275014928498,10,0.001,"{'classification__C': 10, 'classification__gamma': 0.001}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
8.810067749023437,0.2832115361341398,0.019024658203125,0.003540418043614563,10,0.25,"{'classification__C': 10, 'classification__gamma': 0.25}",0.5797101449275363,0.6376811594202898,0.6521739130434783,0.572463768115942,0.656934306569343,0.6197926584153179,0.036317152673535934,4
8.500332736968994,0.29424603152409806,0.02348775863647461,0.01079796718155568,10,0.5,"{'classification__C': 10, 'classification__gamma': 0.5}",0.5797101449275363,0.6304347826086957,0.6521739130434783,0.5797101449275363,0.635036496350365,0.6154130963715223,0.03003826895861389,15
8.125898408889771,0.4997790048280275,0.01747140884399414,0.0009318824764259319,10,0.75,"{'classification__C': 10, 'classification__gamma': 0.75}",0.5652173913043478,0.6304347826086957,0.644927536231884,0.6014492753623188,0.5985401459854015,0.6081138262985295,0.027675440588315454,27
8.883158779144287,0.6466052852814596,0.019840145111083986,0.0034138225335859367,10,1,"{'classification__C': 10, 'classification__gamma': 1}",0.572463768115942,0.6014492753623188,0.6231884057971014,0.5942028985507246,0.6058394160583942,0.5994287527768962,0.01651738585264743,33
8.896244716644286,0.4670330987588387,0.015958166122436522,0.0049010146527184864,100,0,"{'classification__C': 100, 'classification__gamma': 0}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
8.520004320144654,0.6530803874537108,0.020178604125976562,0.005214422540558453,100,0.1,"{'classification__C': 100, 'classification__gamma': 0.1}",0.6014492753623188,0.6159420289855072,0.6376811594202898,0.5652173913043478,0.6423357664233577,0.6125251242991643,0.027906528824947954,21
8.666317892074584,0.5138319472383845,0.024421024322509765,0.013646168367160963,100,0.01,"{'classification__C': 100, 'classification__gamma': 0.01}",0.6304347826086957,0.6376811594202898,0.6376811594202898,0.5579710144927537,0.6496350364963503,0.6226806304876759,0.03293640240561513,1
8.282313585281372,0.46071700497207363,0.020355224609375,0.002110883556563815,100,0.001,"{'classification__C': 100, 'classification__gamma': 0.001}",0.572463768115942,0.572463768115942,0.572463768115942,0.5652173913043478,0.5693430656934306,0.5703903522691209,0.002854942876354421,44
